usernum	cond	timestamp	leftright	order	expected	choice
208	target_f4_5	09/15/2021 16:51:06.209	0.0648442919637127	9	either	ring_toe
208	target_f1_4	09/15/2021 16:51:08.289	0.0503782889145477	10	either	ring_toe
208	filler_l_l	09/15/2021 16:51:11.480	0.495169432208971	11	either	leg_calf
208	target_h1_4	09/15/2021 16:51:13.722	0.96256147984332	12	either	ring_finger
209	filler_l_b	09/15/2021 16:50:36.662	0.190026942481385	1	leg	leg_knee
209	target_f1_5	09/15/2021 16:50:41.017	0.978138972613127	2	either	big_toe
209	filler_b_a	09/15/2021 16:50:43.652	0.0558606272834403	3	back	back
209	filler_a_l	09/15/2021 16:50:46.655	0.907708405357884	4	arm	arm_shoulder
209	target_f1_4	09/15/2021 16:50:51.776	0.0636974306116862	5	either	ring_toe
209	filler_b_b	09/15/2021 16:50:53.394	0.981524216084839	6	either	back
209	filler_a_a	09/15/2021 16:50:54.842	0.460855375816212	7	either	arm_elbow
209	filler_l_l	09/15/2021 16:50:58.111	0.973112229098664	8	either	leg_knee
209	target_h4_5	09/15/2021 16:51:01.714	0.160493308519111	9	either	pinky
209	target_h1_4	09/15/2021 16:51:04.692	0.148781329001398	10	either	ring_finger
209	target_f4_5	09/15/2021 16:51:06.492	0.197105082291277	11	either	ring_toe
209	target_h1_5	09/15/2021 16:51:08.430	0.685827869995595	12	either	pinky
210	target_h1_4	09/15/2021 16:50:47.112	0.969421830101968	1	either	thumb
210	filler_l_l	09/15/2021 16:51:14.824	0.374096770146028	2	either	leg_knee
210	filler_b_b	09/15/2021 16:51:21.238	0.428656173710809	3	either	back
210	target_h1_5	09/15/2021 16:51:27.277	0.846278778816671	4	either	thumb
210	target_f4_5	09/15/2021 16:51:48.231	0.299998811985464	5	either	ring_toe
210	target_h4_5	09/15/2021 16:52:06.400	0.162033183341013	6	either	pinky
210	target_f1_5	09/15/2021 16:52:14.220	0.708263835710571	7	either	big_toe
210	filler_l_b	09/15/2021 16:52:18.392	0.383781865545647	8	leg	leg_knee
210	filler_a_l	09/15/2021 16:52:23.469	0.629879393921332	9	arm	arm_shoulder
210	target_f1_4	09/15/2021 16:52:29.019	0.21783478658563	10	either	ring_toe
210	filler_a_a	09/15/2021 16:52:33.911	0.789596294825063	11	either	arm_shoulder
210	filler_b_a	09/15/2021 16:52:36.699	0.848163378964276	12	back	back
211	target_h1_5	09/15/2021 16:50:54.358	0.008478507240401	1	either	pinky
211	target_h1_4	09/15/2021 16:51:02.206	0.887714991419674	2	either	thumb
211	filler_l_b	09/15/2021 16:51:05.356	0.691737871457921	3	leg	leg_knee
211	filler_a_a	09/15/2021 16:51:08.457	0.871468008802371	4	either	arm_shoulder
211	target_f4_5	09/15/2021 16:51:12.105	0.0184444313208623	5	either	ring_toe
211	filler_b_b	09/15/2021 16:51:15.385	0.444557004914717	6	either	back
211	target_f1_4	09/15/2021 16:51:19.651	0.756197312454791	7	either	ring_toe
211	filler_l_l	09/15/2021 16:51:23.401	0.287497111204178	8	either	leg_knee
211	filler_a_l	09/15/2021 16:51:25.772	0.196596850249083	9	arm	arm_shoulder
211	target_h4_5	09/15/2021 16:51:27.697	0.499129514283599	10	either	pinky
211	target_f1_5	09/15/2021 16:51:30.329	0.293496192739443	11	either	big_toe
211	filler_b_a	09/15/2021 16:51:32.512	0.566743768359633	12	back	back
212	target_h1_5	09/15/2021 16:50:58.885	0.399622194309817	1	either	pinky
212	filler_a_a	09/15/2021 16:51:02.073	0.27659210104412	2	either	arm_shoulder
212	target_f4_5	09/15/2021 16:51:06.063	0.646974173680977	3	either	ring_toe
212	target_h4_5	09/15/2021 16:51:10.124	0.176051949690194	4	either	pinky
212	target_f1_4	09/15/2021 16:51:12.566	0.885522046200098	5	either	ring_toe
212	filler_l_b	09/15/2021 16:51:15.636	0.871203544623317	6	leg	leg_knee
212	filler_a_l	09/15/2021 16:51:18.036	0.555238746180297	7	arm	arm_shoulder
212	filler_b_a	09/15/2021 16:51:20.516	0.600968900675984	8	back	back
212	filler_b_b	09/15/2021 16:51:24.363	0.994462012386979	9	either	back
212	filler_l_l	09/15/2021 16:51:26.486	0.12565214520237	10	either	leg_knee
212	target_f1_5	09/15/2021 16:51:30.329	0.970785563419671	11	either	big_toe
212	target_h1_4	09/15/2021 16:51:33.904	0.134635536539466	12	either	thumb
213	filler_l_l	09/15/2021 16:51:01.397	0.811463603125052	1	either	leg_knee
213	filler_a_a	09/15/2021 16:51:05.272	0.227640792102651	2	either	arm_shoulder
213	filler_b_a	09/15/2021 16:51:08.119	0.0386206410630656	3	back	back
213	target_f1_5	09/15/2021 16:51:13.601	0.929175207697885	4	either	big_toe
213	filler_l_b	09/15/2021 16:51:16.352	0.803784470846043	5	leg	leg_knee
213	target_h1_4	09/15/2021 16:51:20.052	0.223585982414992	6	either	ring_finger
213	target_f4_5	09/15/2021 16:51:24.876	0.586152137330831	7	either	ring_toe
213	target_h4_5	09/15/2021 16:51:29.013	0.331373382899077	8	either	pinky
213	filler_b_b	09/15/2021 16:51:34.823	0.0986776322397453	9	either	back
213	target_f1_4	09/15/2021 16:51:40.315	0.238726395954476	10	either	big_toe
213	target_h1_5	09/15/2021 16:51:43.192	0.923609929000126	11	either	pinky
213	filler_a_l	09/15/2021 16:51:46.475	0.304968587662191	12	arm	arm_shoulder
213	filler_a_l	09/15/2021 16:51:59.607	0.304968587662191	12	arm	arm_shoulder
214	target_h1_5	09/15/2021 16:51:10.391	0.977648706947551	1	either	thumb
214	filler_a_a	09/15/2021 16:51:14.280	0.572268501230614	2	either	arm_shoulder
214	filler_l_l	09/15/2021 16:51:17.724	0.544212281777622	3	either	leg_calf
214	target_h1_4	09/15/2021 16:51:20.266	0.281605030483664	4	either	thumb
214	filler_l_b	09/15/2021 16:51:23.423	0.858608544412167	5	leg	back_shoulder
214	target_f1_4	09/15/2021 16:51:32.055	0.314962518940778	6	either	ring_toe
214	filler_b_b	09/15/2021 16:51:38.326	0.104296814491139	7	either	back
214	target_f1_5	09/15/2021 16:51:42.103	0.387634274623455	8	either	pinky_toe
214	filler_b_a	09/15/2021 16:51:44.130	0.327174454069795	9	back	back
214	target_h4_5	09/15/2021 16:51:49.857	0.952275415956141	10	either	pinky
214	target_f4_5	09/15/2021 16:51:54.003	0.0082094514082236	11	either	ring_toe
214	filler_a_l	09/15/2021 16:51:56.494	0.815202534272434	12	arm	arm_shoulder
215	target_f1_4	09/15/2021 16:51:08.747	0.396124634034098	1	either	ring_toe
215	target_f1_5	09/15/2021 16:51:11.817	0.265077005912648	2	either	pinky_toe
215	filler_a_a	09/15/2021 16:51:14.978	0.746857267179625	3	either	arm_shoulder
215	filler_b_a	09/15/2021 16:51:17.470	0.58090197767979	4	back	back
215	filler_a_l	09/15/2021 16:51:19.662	0.262989672440202	5	arm	arm_shoulder
215	target_h4_5	09/15/2021 16:51:24.171	0.782964756553159	6	either	ring_finger
215	target_h1_5	09/15/2021 16:51:26.891	0.868816092218371	7	either	thumb
215	target_h1_4	09/15/2021 16:51:28.680	0.408668265518831	8	either	ring_finger
215	filler_l_l	09/15/2021 16:51:31.142	0.73888873944907	9	either	leg_knee
215	filler_l_b	09/15/2021 16:51:34.295	0.168118063899787	10	leg	leg_knee
215	target_f4_5	09/15/2021 16:51:38.210	0.130317963034944	11	either	ring_toe
215	filler_b_b	09/15/2021 16:51:42.554	0.547583329797821	12	either	back
216	filler_b_b	09/15/2021 16:51:15.171	0.840140603090735	1	either	back_shoulder
216	target_f1_4	09/15/2021 16:51:23.348	0.233558533786894	2	either	ring_toe
216	target_h1_4	09/15/2021 16:51:27.315	0.352315315119089	3	either	thumb
216	filler_b_a	09/15/2021 16:51:29.518	0.134064451399357	4	back	back
216	target_f4_5	09/15/2021 16:51:34.513	0.607887638573633	5	either	ring_toe
216	target_h1_5	09/15/2021 16:51:38.326	0.575942814889462	6	either	thumb
216	target_h4_5	09/15/2021 16:51:40.863	0.850897752287896	7	either	ring_finger
216	filler_l_b	09/15/2021 16:51:42.942	0.370235362862335	8	leg	leg_knee
216	filler_a_l	09/15/2021 16:51:45.616	0.788741167941229	9	arm	arm_shoulder
216	filler_a_a	09/15/2021 16:51:48.433	0.772537532103346	10	either	arm_shoulder
216	filler_l_l	09/15/2021 16:51:52.743	0.18276788441381	11	either	leg_calf
216	target_f1_5	09/15/2021 16:51:55.565	0.852105017592297	12	either	big_toe
217	filler_a_a	09/15/2021 16:51:44.571	0.878601455436186	1	either	arm_shoulder
217	filler_a_l	09/15/2021 16:51:48.423	0.650161156271682	2	arm	arm_shoulder
217	target_f1_5	09/15/2021 16:51:54.602	0.319254156741412	3	either	pinky_toe
