144	filler_l_l	12/17/2019 12:51:25.778	0.131406001121835	1	either	leg_knee
144	filler_a_l	12/17/2019 12:51:28.615	0.398157114236714	2	arm	arm_shoulder
144	filler_b_a	12/17/2019 12:51:31.231	0.685467866555886	3	back	back
144	filler_b_b	12/17/2019 12:51:37.322	0.176405727471323	4	either	back
144	target_f1_4	12/17/2019 12:51:41.599	0.280783117589639	5	either	ring_toe
144	target_h1_4	12/17/2019 12:51:45.090	0.612189438966201	6	either	thumb
144	target_h1_5	12/17/2019 12:51:47.920	0.223606849162937	7	either	pinky
144	filler_a_a	12/17/2019 12:51:50.699	0.484517801626684	8	either	arm_shoulder
144	target_f4_5	12/17/2019 12:51:54.557	0.218282495000498	9	either	pinky_toe
144	filler_l_b	12/17/2019 12:51:56.466	0.219233155557053	10	leg	leg_knee
144	target_h4_5	12/17/2019 12:51:58.548	0.722775337592797	11	either	pinky
144	target_f1_5	12/17/2019 12:52:01.377	0.174264015005068	12	either	pinky_toe
