243	filler_a_l	09/15/2021 16:55:33.620	0.569128139483841	1	arm	arm_shoulder
243	target_f4_5	09/15/2021 16:55:44.390	0.128617743103863	2	either	ring_toe
243	filler_b_a	09/15/2021 16:56:23.166	0.759130379258753	3	back	back
243	filler_b_b	09/15/2021 16:56:29.316	0.389027743441151	4	either	back
243	filler_l_b	09/15/2021 16:56:32.774	0.0603445946044339	5	leg	leg_knee
243	target_h1_4	09/15/2021 16:56:41.468	0.0605132049686326	6	either	thumb
243	target_h4_5	09/15/2021 16:56:47.546	0.290979223865182	7	either	pinky
243	target_f1_5	09/15/2021 16:56:53.834	0.400025068157451	8	either	pinky_toe
243	filler_a_a	09/15/2021 16:56:56.306	0.473868167567165	9	either	arm_shoulder
243	target_h1_5	09/15/2021 16:57:03.425	0.538800828465359	10	either	thumb
243	filler_l_l	09/15/2021 16:57:12.001	0.428167522027255	11	either	leg_calf
243	target_f1_4	09/15/2021 16:57:16.416	0.0293841854008896	12	either	ring_toe
