228	filler_l_l	09/15/2021 16:53:38.187	0.543343082376854	1	either	leg_calf
228	filler_b_a	09/15/2021 16:53:40.852	0.90948705079882	2	back	back
228	filler_l_b	09/15/2021 16:53:43.801	0.227405909755365	3	leg	leg_knee
228	target_h4_5	09/15/2021 16:53:48.273	0.400346023104252	4	either	ring_finger
228	filler_a_l	09/15/2021 16:53:50.186	0.240491927442239	5	arm	arm_shoulder
228	filler_b_b	09/15/2021 16:53:52.780	0.037211341158585	6	either	back_shoulder
228	target_f4_5	09/15/2021 16:53:56.168	0.821942974188463	7	either	pinky_toe
228	target_h1_5	09/15/2021 16:53:58.182	0.538496897862391	8	either	pinky
228	filler_a_a	09/15/2021 16:53:59.962	0.197139411772699	9	either	arm_shoulder
228	target_f1_5	09/15/2021 16:54:02.186	0.286995192830549	10	either	big_toe
228	target_h1_4	09/15/2021 16:54:04.446	0.26516688273205	11	either	thumb
228	target_f1_4	09/15/2021 16:54:08.827	0.123894039382325	12	either	ring_toe
