Timestamp,participant.id,Consent,Condition,Response,Normal_Utt,Specificity,Directionality,ASCII
12/12/19 13:42,002f9cd103135ad5fb70df71,Estoy de acuerdo,target_h5,el meñique,meñique,1,0,menique
12/12/19 13:46,00a210c8fd6c56d5ebbcf491,Estoy de acuerdo,target_h5,ella tiene un tatuaje en el meñique,meñique,1,0,menique
12/12/19 13:46,001784090aed27c54d0ecb10,Estoy de acuerdo,target_h5,El meñique,meñique,1,0,menique
12/12/19 14:02,00f8791351d8a1d5db24c910,Estoy de acuerdo,target_h5,meñique izquierdo,meñique,1,1,menique
12/12/19 13:45,005a5d011786c4d5e34bd910,Estoy de acuerdo,target_h5,el menique de la mano,meñique de la mano,1,0,menique_de_la_mano
12/12/19 13:40,002b94f42c4ac4d53b2517a1,Estoy de acuerdo,target_h5,meñique de la mano izquierda,meñique de la mano,1,1,menique_de_la_mano
12/12/19 13:40,000523fed1aef7d50346d410,Estoy de acuerdo,target_f5,El meñique del pie,meñique del pie,1,0,menique_del_pie
12/12/19 13:45,005a5d011786c4d5e34bd910,Estoy de acuerdo,target_f5,el menique del pie,meñique del pie,1,0,menique_del_pie
12/12/19 13:29,000534f4b40130b56be7c810,Estoy de acuerdo,target_f4,penultimo dedo del pie izq,penultimo dedo del pie,1,1,penultimo_dedo_del_pie
12/12/19 13:42,002f9cd103135ad5fb70df71,Estoy de acuerdo,target_f4,el pie,pie,0,0,pie
12/12/19 13:36,00a57ceab51c62d50e81c681,Estoy de acuerdo,target_f1,el pie,pie,0,0,pie
12/12/19 13:28,00e1bc311c25a8d522aaf910,Estoy de acuerdo,target_f5,El pie,pie,0,0,pie
12/12/19 13:35,0008218cc62192d5f741eb51,Estoy de acuerdo,target_h1,el pulgar,pulgar,1,0,pulgar
12/12/19 13:37,005424cb620845d581779210,Estoy de acuerdo,target_h1,el pulgar,pulgar,1,0,pulgar
12/12/19 13:37,00682aafc1fb79d56a561b51,Estoy de acuerdo,target_h1,El pulgar ,pulgar,1,0,pulgar
12/12/19 13:40,000523fed1aef7d50346d410,Estoy de acuerdo,target_h1,El pulgar,pulgar,1,0,pulgar
12/12/19 13:41,00eb3122448400c5975d2c10,Estoy de acuerdo,target_h1,el pulgar,pulgar,1,0,pulgar
12/12/19 13:42,002f9cd103135ad5fb70df71,Estoy de acuerdo,target_h1,el pulgar,pulgar,1,0,pulgar
12/12/19 13:45,00a6e5fc260993b53f333810,Estoy de acuerdo,target_h1,el pulgar,pulgar,1,0,pulgar
12/12/19 13:46,00a210c8fd6c56d5ebbcf491,Estoy de acuerdo,target_h1,ella tiene un tatuaje en el pulgar,pulgar,1,0,pulgar
12/12/19 13:46,001784090aed27c54d0ecb10,Estoy de acuerdo,target_h1,El pulgar,pulgar,1,0,pulgar
12/12/19 14:02,00f8791351d8a1d5db24c910,Estoy de acuerdo,target_h1,pulgar izquierdo,pulgar,1,1,pulgar
12/12/19 13:45,005a5d011786c4d5e34bd910,Estoy de acuerdo,target_h1,el pulgar de la mano,pulgar de la mano,1,0,pulgar_de_la_mano
12/12/19 13:40,002b94f42c4ac4d53b2517a1,Estoy de acuerdo,target_h1,el pulgar de la mano izquierda,pulgar de la mano,1,1,pulgar_de_la_mano
12/12/19 13:40,000523fed1aef7d50346d410,Estoy de acuerdo,target_f1,El pulgar de su pie,pulgar del pie,1,0,pulgar_del_pie
12/12/19 13:45,005a5d011786c4d5e34bd910,Estoy de acuerdo,target_f1,el pulgar del pie,pulgar del pie,1,0,pulgar_del_pie
12/12/19 13:46,00a210c8fd6c56d5ebbcf491,Estoy de acuerdo,target_f5,ella tiene un tatuaje en quinto ortejo,quinto ortejo,1,0,quinto_ortejo
